acct_id,hq_id,company,userDomain,city,region,countryCode,revenue_mil_usd,total_employees,naic3,naic6,isISP,usageType,datesCount,domainsCount,hitsSum,pageViewsSum,uniqueViewsSum,clicks,clickDates,hits_iabCat_IAB_1,hits_iabCat_IAB_2,hits_iabCat_IAB_3,hits_iabCat_IAB_4,hits_iabCat_IAB_5,hits_iabCat_IAB_6,hits_iabCat_IAB_7,hits_iabCat_IAB_8,hits_iabCat_IAB_9,hits_iabCat_IAB_10,hits_iabCat_IAB_11,hits_iabCat_IAB_12,hits_iabCat_IAB_13,hits_iabCat_IAB_14,hits_iabCat_IAB_15,hits_iabCat_IAB_16,hits_iabCat_IAB_17,hits_iabCat_IAB_18,hits_iabCat_IAB_19,hits_iabCat_IAB_20,hits_iabCat_IAB_21,hits_iabCat_IAB_22,hits_iabCat_IAB_23,hits_iabCat_IAB_24,hits_iabCat_IAB_25,hits_iabCat_IAB_26
1-10DJN9Z,1-10DJN9Z,REDACTED,REDACTED,Philadelphia,Pennsylvania,US,5.2671,50,541,541620,0,COM,6,8,9,11,11,0,0,3,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DJOS2,1-SX9-614,REDACTED,REDACTED,Deerfield,New York,US,36.3285,130,813,813930,0,ORG,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DJOS2,1-SX9-614,REDACTED,REDACTED,New York City,New York,US,36.3285,130,813,813930,0,,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DJPFJ,1-10DJPFJ,REDACTED,REDACTED,Dallas,Texas,US,10.0773,50,541,541330,0,COM,14,36,90,242,180,0,0,5,5,0,2,0,0,0,1,5,4,0,9,3,1,1,0,9,6,38,0,0,0,0,1,0,0
1-10DJQOO,1-10DJQOO,REDACTED,REDACTED,Aurora,Illinois,US,3.5706,99,623,623311,0,COM,12,24,67,125,114,0,0,7,0,0,0,2,5,0,0,5,0,0,10,1,0,0,0,11,0,16,0,2,0,6,2,0,0
1-10DJZOD,1-PKUQWN,REDACTED,REDACTED,Lebanon,Missouri,US,26,90,921,921110,0,ORG,31,172,1141,2523,1317,0,0,64,141,26,32,21,1,16,3,24,15,0,315,189,0,4,0,42,12,176,0,13,45,0,0,0,2
1-10DK37L,1-10DK37L,REDACTED,REDACTED,La Salle,Illinois,US,8.9333,70,811,811412,0,COM,15,22,40,155,117,0,0,2,1,0,1,1,0,1,0,3,5,0,10,0,0,2,0,0,6,6,2,0,0,0,0,0,0
1-10DK48H,1-10DK48H,REDACTED,REDACTED,Newberry,South Carolina,US,11,85,332,332322,0,COM,26,56,196,339,221,0,0,16,28,7,6,1,0,0,0,13,8,0,53,10,0,4,0,9,2,26,0,2,11,0,0,0,0
1-10DK7H8,1-10DK7H8,REDACTED,REDACTED,Orange,California,US,6.3111,80,237,237110,0,COM,16,36,81,445,330,0,0,7,4,1,0,1,0,10,0,5,0,0,13,6,1,3,0,11,3,10,1,1,3,0,0,0,1
1-10DKBZF,1-1FSZWUF,REDACTED,REDACTED,Milford,Connecticut,US,25413,375000,722,722513,0,COM,24,82,267,547,297,0,0,7,3,14,1,1,0,1,0,19,4,0,76,43,0,1,0,7,1,77,0,7,5,0,0,0,0
1-10DKHVI,1-10DKHVI,REDACTED,REDACTED,Norwalk,Connecticut,US,5.1049,70,238,238910,0,COM,11,11,23,105,94,0,0,5,0,0,0,0,0,0,0,1,2,0,5,7,0,0,0,0,2,0,0,1,0,0,0,0,0
1-10DKI91,1-10DKI91,REDACTED,REDACTED,Riverside,California,US,20.3156,95,238,238210,0,COM,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DKP1W,1-10DKP1W,REDACTED,REDACTED,Prichard,Alabama,US,21.8141,90,611,611310,0,,14,24,46,73,55,0,0,5,4,0,0,1,0,2,0,2,0,0,12,1,0,2,0,3,0,13,0,0,1,0,0,0,0
1-10DKPBJ,1-10DKPBJ,REDACTED,REDACTED,Saint Charles,Illinois,US,4.7381,94,812,812320,0,COM,2,2,7,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DKSW0,1-10DKSW0,REDACTED,REDACTED,Corona,California,US,19.8481,50,423,423830,0,COM,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1-10DMNWV,1-10DMNWV,REDACTED,REDACTED,Richmond,California,US,3.4527,65,611,611620,0,COM,7,9,26,30,28,0,0,12,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0
1-10DMORE,1-10DMORE,REDACTED,REDACTED,Hopkins,Minnesota,US,1.2928,80,611,611210,0,,16,237,1126,2545,1417,0,0,84,86,11,10,56,5,13,3,76,16,3,113,34,9,29,1,20,44,386,1,6,69,9,26,0,16
1-10DMPIF,1-10DMPIF,REDACTED,REDACTED,Orange,Texas,US,5.8391,53,221,221320,0,COM,5,4,11,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1-10DMPJH,1-N6A-3142,REDACTED,REDACTED,Roseville,California,US,1.3261,55,722,722511,0,COM,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DMQX9,1-10DMQX9,REDACTED,REDACTED,Enid,Oklahoma,US,3.5666,80,713,713910,0,,31,175,548,957,640,0,0,38,54,3,4,16,0,35,4,49,7,0,104,43,0,2,0,24,12,114,0,23,14,0,2,0,0
1-10DMYNH,1-10DMYNH,REDACTED,REDACTED,Boynton Beach,Florida,US,3.834,70,713,713990,0,COM,18,23,43,83,59,0,0,7,0,0,1,1,1,0,0,6,4,0,13,3,0,0,0,1,1,5,0,0,0,0,0,0,0
1-10DMZA4,1-10DMZA4,REDACTED,REDACTED,Roselle,Illinois,US,17.1264,100,423,423490,0,COM,6,6,16,37,23,0,0,0,2,0,0,0,0,5,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0
1-10DN0YY,1-10DN0YY,REDACTED,REDACTED,Riverton,Utah,US,20.049,70,238,238910,0,COM,17,30,100,416,283,0,0,5,4,3,0,0,0,0,0,6,4,0,18,13,0,2,0,1,5,20,0,4,15,0,0,0,0
1-10DN4RJ,1-10DN4RJ,REDACTED,REDACTED,Erie,Pennsylvania,US,7.1085,60,541,541110,0,COM,14,31,83,281,122,0,0,3,18,0,2,0,2,0,2,10,2,0,16,19,0,1,0,2,1,3,0,2,0,0,0,0,0
1-10DNAPQ,1-10DNAPQ,REDACTED,REDACTED,Port Jefferson Station,New York,US,9.0432,60,420,420000,0,COM,14,38,166,352,275,0,0,2,32,1,0,0,0,1,0,14,0,0,12,8,0,1,0,1,1,83,0,0,9,0,1,0,0
1-10DNFNG,1-10DNFNG,REDACTED,REDACTED,Pittsburgh,Pennsylvania,US,7.5219,67,813,813410,0,ORG,10,15,44,76,50,0,0,0,0,3,0,1,1,0,1,2,2,0,12,8,0,0,0,0,5,9,0,0,0,0,0,0,0
1-10DNFYR,1-10DNFYR,REDACTED,REDACTED,Rockdale,Texas,US,16.7906,80,238,238120,0,COM,5,6,15,24,17,0,0,0,3,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1-10DNHNY,1-10DNHNY,REDACTED,REDACTED,Wayland,Massachusetts,US,4.6409,80,621,621610,0,ORG,1,2,6,38,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1-10DNHV5,1-10DNHV5,REDACTED,REDACTED,Big Spring,Texas,US,27.1976,70,331,331110,0,COM,31,116,327,533,387,0,0,17,39,7,1,11,2,7,0,10,8,0,59,40,2,0,0,4,15,48,0,5,22,0,30,0,0
1-10DNI5S,1-10DNI5S,REDACTED,REDACTED,Port Jefferson,New York,US,1.6635,86,621,621910,0,ORG,19,27,89,209,178,0,0,9,20,0,8,2,2,4,1,11,2,0,8,2,0,0,0,0,4,16,0,0,0,0,0,0,0
1-10DNIIA,1-10DNIIA,REDACTED,REDACTED,Simi Valley,California,US,4.7285,70,713,713990,0,ORG,15,30,71,123,96,0,0,11,0,0,0,4,0,0,0,4,5,0,25,1,0,0,0,0,2,18,0,0,1,0,0,0,0
1-10DNL8I,1-10DNL8I,REDACTED,REDACTED,New York City,New York,US,12.8095,65,334,334419,0,,15,17,56,136,65,0,0,3,0,0,0,0,0,1,0,1,3,0,10,7,0,0,0,0,2,24,0,0,0,0,1,0,4
1-10DNOCI,1-10DNOCI,REDACTED,REDACTED,Salt Lake City,Utah,US,12.15275,90,541,541110,0,,25,55,259,692,413,0,0,15,33,0,3,3,1,1,0,7,4,0,104,6,3,2,0,13,8,18,0,36,2,0,0,0,0
1-10DNR5S,1-10DNR5S,REDACTED,REDACTED,Providence,Rhode Island,US,2.8708,50,561,561400,0,COM,30,127,423,961,713,0,0,24,18,14,3,15,0,13,0,20,7,0,146,46,0,1,0,16,7,50,0,29,14,0,0,0,0
1-10DNSPT,1-10DNSPT,REDACTED,REDACTED,Lenoir,North Carolina,US,6.5097,70,713,713910,0,COM,5,5,8,14,14,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0
1-10DNX76,1-10DNX76,REDACTED,REDACTED,Provo,Utah,US,6.5861,90,713,713910,0,ORG,19,28,82,252,163,0,0,2,14,2,0,0,0,2,0,2,1,0,25,11,0,0,0,5,2,4,0,9,0,0,3,0,0
1-10DNXVI,1-10DNXVI,REDACTED,REDACTED,Hattiesburg,Mississippi,US,7.679,50,238,238210,0,COM,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DNY1D,1-10DNY1D,REDACTED,REDACTED,Charlottesville,Virginia,US,4.3112,77,531,531210,0,COM,11,12,20,40,26,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,2,2,0,2,0,0,0,0,0
1-10DO-10,1-T15RC,REDACTED,REDACTED,Colorado Springs,Colorado,US,150,1500,541,541330,0,COM,10,14,33,47,33,0,0,1,0,0,1,0,0,0,0,10,1,0,11,0,0,0,0,0,6,3,0,0,0,0,0,0,0
1-10DO-102,1-10DO-102,REDACTED,REDACTED,Centennial,Colorado,US,0.7095999,5,541,541810,0,COM,5,4,10,26,10,0,0,1,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1-10DO-109,1-10DO-109,REDACTED,REDACTED,Melbourne,Victoria,AU,2.720762,25,500,500000,0,,8,9,18,21,20,0,0,0,0,0,1,5,0,1,0,2,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0
1-10DO-116,1-10DO-116,REDACTED,REDACTED,Palo Alto,California,US,2.0855,20,541,541990,0,COM,4,10,46,63,49,0,0,0,0,3,0,0,0,0,0,2,0,0,5,0,0,6,0,0,3,27,0,0,0,0,0,0,0
1-10DO-133,1-1FSKX13,REDACTED,REDACTED,Berkeley,California,US,37728,138000,,,0,COM,4,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1-10DO-133,1-1FSKX13,REDACTED,REDACTED,Riverside,California,US,37728,138000,,,0,,20,580,4543,15153,6612,0,0,372,461,50,8,94,10,30,6,279,43,8,860,268,44,49,2,80,151,1477,8,50,137,3,18,0,35
1-10DO-133,1-1FSKX13,REDACTED,REDACTED,Roseville,California,US,37728,138000,,,0,,31,2876,108392,423079,153794,0,0,4590,5090,4024,769,974,135,867,157,6610,1075,95,21192,15087,663,2006,17,1963,2140,28923,64,1368,9557,27,309,0,690
1-10DO-133,1-1FSKX13,REDACTED,REDACTED,Roseville,California,US,37728,138000,,,0,,11,1746,48447,162067,63246,0,0,2114,2708,1462,468,339,62,327,63,2662,405,40,9865,5796,235,1001,0,559,857,14082,30,704,4145,12,155,0,356
1-10DO-175,1-10DO-175,REDACTED,REDACTED,Stockholm,Stockholms lan,SE,4.202977,20,541,541511,0,COM,14,61,271,2592,365,0,0,1,5,4,8,21,0,0,0,13,0,0,39,42,0,0,0,13,0,114,0,0,11,0,0,0,0
1-10DO-184,1-10DO-184,REDACTED,REDACTED,Radnor,Pennsylvania,US,57.9188,300,,,0,COM,22,250,2711,6606,3306,0,0,148,47,48,18,50,0,9,6,211,17,0,364,288,0,8,0,97,8,571,0,93,716,0,1,0,11
1-10DO-184,1-10DO-184,REDACTED,REDACTED,Radnor,Pennsylvania,US,57.9188,300,,,0,,21,155,1188,3307,1632,0,0,55,32,10,7,8,2,3,6,59,6,1,191,81,2,53,0,57,6,530,0,17,27,0,4,0,31
1-10DUSK7,1-10DUSK7,REDACTED,REDACTED,Canaan,Connecticut,US,25,175,,,0,COM,22,52,110,146,126,0,0,5,0,1,0,4,1,4,1,7,2,0,27,13,0,0,1,2,1,32,0,2,4,3,0,0,0
1-10DUSK7,1-10DUSK7,REDACTED,REDACTED,Wilton,Connecticut,US,25,175,,,0,COM,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DV7SM,1-10DV7SM,REDACTED,REDACTED,Edina,Minnesota,US,3.5,68,623,623110,0,COM,2,3,12,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0
1-10DVEAC,1-10DVEAC,REDACTED,REDACTED,North Salt Lake,Utah,US,13.3489,50,332,332312,0,COM,4,3,14,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0
1-10DVEZ8,1-10DVEZ8,REDACTED,REDACTED,Chicago,Illinois,US,7.8443,60,713,713940,0,COM,12,13,21,34,27,0,0,1,0,0,0,1,0,0,0,2,3,0,9,1,0,0,0,2,0,2,0,0,0,0,0,0,0
1-10DVG8J,1-6HEEN8,REDACTED,REDACTED,International Falls,Minnesota,US,23.9475,210,,,0,COM,9,14,22,30,23,0,0,2,0,0,0,1,0,0,0,4,1,0,3,0,1,0,0,0,0,9,0,0,1,0,0,0,0
1-10DVJE8,1-10DVJE8,REDACTED,REDACTED,Milwaukee,Wisconsin,US,106.7909,100,423,423510,0,,11,23,232,256,233,0,0,15,2,0,0,0,0,0,0,4,0,0,13,0,1,3,0,2,0,16,0,0,173,0,2,0,1
1-10DVKWK,1-10DVKWK,REDACTED,REDACTED,Saint George,Utah,US,12.5847,65,332,332312,0,COM,14,22,39,66,52,0,0,19,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,3,4,5,0,1,0,0,0,0,0
1-10DVLTT,1-10DVLTT,REDACTED,REDACTED,San Jose,California,US,22.7312,90,327,327999,0,COM,12,16,21,107,53,0,0,2,0,0,0,3,0,1,0,1,2,0,2,2,0,0,0,1,0,4,0,0,2,0,1,0,0
1-10DVQA0,4-1N40-20300,REDACTED,REDACTED,Pontotoc,Mississippi,US,153.714,1090,551,551112,0,,18,23,68,163,74,0,0,10,18,0,0,0,0,0,0,5,1,0,11,1,1,0,0,1,5,14,0,0,0,0,1,0,0
1-10DVQM9,1-10DVQM9,REDACTED,REDACTED,Sacramento,California,US,1.8757,75,713,713910,0,ORG,10,15,23,40,40,0,0,3,3,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0
1-10DW0DL,1-G6FK0M,REDACTED,REDACTED,New Berlin,Wisconsin,US,18.557,586,813,813110,0,,11,15,24,40,27,0,0,1,0,0,0,0,0,2,0,5,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DW0IS,1-10DW0IS,REDACTED,REDACTED,Stamford,Connecticut,US,6.6573,50,713,713990,0,COM,10,8,17,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,2,2,0,0,0,0,0,0,0
1-10DW4DS,1-6FLDC5,REDACTED,REDACTED,Pittsburgh,Pennsylvania,US,5.4545,78,713,713910,0,ORG,15,20,38,127,110,0,0,11,1,0,0,0,0,1,0,5,1,0,5,1,0,0,0,5,3,4,0,0,1,0,0,0,0
1-10DWE3C,1-10DWE3C,REDACTED,REDACTED,Nashville,Tennessee,US,19.5431,60,524,524210,0,COM,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1-10DWIWY,1-10DWIWY,REDACTED,REDACTED,Rocky Point,New York,US,5.7497,50,238,238310,0,,21,13,123,156,147,0,0,4,0,0,0,2,0,3,0,0,0,0,4,103,2,0,0,3,1,1,0,0,0,0,0,0,0
1-10DWJV4,1-10DWJV4,REDACTED,REDACTED,Garner,North Carolina,US,41.3796,75,423,423930,0,COM,11,13,35,112,100,0,0,4,11,0,0,0,0,0,0,1,0,0,7,6,0,0,0,0,1,2,0,2,1,0,0,0,0
1-10DWOGP,1-10DWOGP,REDACTED,REDACTED,New York City,New York,US,5.209,75,561,561440,0,COM,4,5,7,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1-10DWPD6,1-10DWPD6,REDACTED,REDACTED,Appleton,Wisconsin,US,12.1214,50,332,332313,0,,5,6,9,17,11,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1-10DWXPN,1-10DWXPN,REDACTED,REDACTED,Park Ridge,Illinois,US,2.766,86,813,813110,0,ORG,9,7,17,100,74,0,0,4,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1-10DX05J,1-10DX05J,REDACTED,REDACTED,San Antonio,Texas,US,10.1638,50,424,424810,0,,7,9,12,58,50,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,0,0,0,0,0,0,0
1-10DX0DX,1-10DX0DX,REDACTED,REDACTED,San Francisco,California,US,5.6137,50,713,713940,0,ORG,14,25,81,256,125,0,0,6,14,0,0,1,0,0,0,3,1,2,20,0,0,0,0,5,1,24,0,1,3,0,0,0,0
1-10DX145,4-1BVH-349,REDACTED,REDACTED,Salt Lake City,Utah,US,22.4754,110,335,335999,0,,6,25,129,227,134,0,0,5,3,1,0,0,0,0,0,3,0,0,49,1,0,4,0,5,1,51,0,0,5,0,0,0,1
1-10DX145,4-1BVH-349,REDACTED,REDACTED,Salt Lake City,Utah,US,22.4754,110,335,335999,0,COM,16,47,169,344,292,0,0,3,9,1,1,4,0,0,0,16,9,0,40,10,1,1,0,5,1,56,0,1,10,0,0,0,1
1-10DX1Y6,1-10DX1Y6,REDACTED,REDACTED,Vacaville,California,US,12.1437,50,423,423810,0,COM,1,1,4,8,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10DX23C,1-10DX23C,REDACTED,REDACTED,Los Angeles,California,US,50,100,315,315240,0,COM,17,24,80,191,111,0,0,2,7,0,0,1,0,0,0,1,0,0,13,1,0,0,0,0,3,23,0,3,6,0,20,0,0
1-10DX6YL,1-10DX6YL,REDACTED,REDACTED,Minneapolis,Minnesota,US,3.589,70,531,531210,0,COM,10,14,35,68,45,0,0,0,2,0,0,0,0,1,0,13,0,0,8,8,0,0,0,0,0,3,0,0,0,0,0,0,0
1-10DXDLH,1-RRJOZI,REDACTED,REDACTED,Livonia,Michigan,US,1986.793,44500,722,722513,0,COM,11,17,33,51,47,0,0,6,3,0,0,0,0,0,0,0,1,0,1,4,0,0,0,8,6,4,0,0,0,0,0,0,0
1-10DXELE,1-10DXELE,REDACTED,REDACTED,Mentor,Ohio,US,8.5198,50,339,339115,0,COM,13,15,30,89,34,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,16,0,4,0,0,0,0,0
1-10DXGLR,1-10DXGLR,REDACTED,REDACTED,Santa Ana,California,US,12.8648,55,333,333517,0,COM,3,2,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0
1-10DXMIA,1-10DXMIA,REDACTED,REDACTED,Edison,New Jersey,US,7.1355,70,485,485320,0,COM,10,11,52,72,59,0,0,1,4,2,0,0,0,0,0,4,2,0,0,18,0,3,0,8,0,1,0,0,9,0,0,0,0
1-10DXMXB,1-10DXMXB,REDACTED,REDACTED,Winfield,Illinois,US,2.623,70,623,623110,0,COM,18,21,46,66,49,0,0,11,0,0,0,0,0,0,0,3,1,0,12,4,0,0,0,2,2,10,1,0,0,0,0,0,0
1-10DXNI2,1-10DXNI2,REDACTED,REDACTED,Yardley,Pennsylvania,US,4.0657,65,,,0,COM,5,5,9,11,9,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1-10DXOKA,1-10DXOKA,REDACTED,REDACTED,Scottsdale,Arizona,US,21.2202,80,236,236118,0,COM,20,40,91,191,101,0,0,12,4,1,0,4,1,0,0,2,2,0,31,6,0,0,0,3,4,6,0,10,0,3,2,0,0
1-10DXV4Y,1-10DXV4Y,REDACTED,REDACTED,Venice,Florida,US,2.4275,75,713,713990,0,COM,5,5,15,99,49,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1-10DXZ1G,1-10DXZ1G,REDACTED,REDACTED,Toledo,Ohio,US,13.7033,50,524,524210,0,COM,8,7,20,43,40,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0
1-10DXZZF,1-10DXZZF,REDACTED,REDACTED,Perham,Minnesota,US,7.489,47,337,337211,0,COM,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1-10DY3SM,1-10DY3SM,REDACTED,REDACTED,Culpeper,Virginia,US,9.1139,53,238,238210,0,COM,3,4,5,8,8,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1-10ECK0,1-10ECK0,REDACTED,REDACTED,Willmar,Minnesota,US,85.3079,1500,721,721110,0,,9,8,45,78,51,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,12,0,0,25,0,1,0,3
1-10EHJSJ,1-Z7LKNQ,REDACTED,REDACTED,Den Haag,Zuid-Holland,NL,97.53974,103,531,531390,0,COM,7,8,24,39,33,0,0,1,8,0,0,2,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10EMSF8,1-10EMSF8,REDACTED,REDACTED,Zwolle,Overijssel,NL,19.02314,307,623,623000,0,COM,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10ERXQT,1-10ERXQT,REDACTED,REDACTED,Tacoma,Washington,US,3.8787,70,813,813110,0,COM,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10F1HKL,1-10F1HKL,REDACTED,REDACTED,Sacramento,California,US,12.5,95,238,238990,0,COM,9,14,51,119,65,0,0,4,10,0,0,0,0,1,0,13,2,0,14,0,0,0,0,0,2,4,0,0,1,0,0,0,0
1-10F1HKL,1-10F1HKL,REDACTED,REDACTED,San Francisco,California,US,12.5,95,238,238990,0,COM,5,6,16,23,17,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,1,0,0,0,1,4,0,0,0,0,0,0,1
1-10F3BZZ,1-14SY-511,REDACTED,REDACTED,Huntsville,Alabama,US,11.90241,52,921,921110,0,COM,13,42,264,854,421,0,0,15,54,0,1,31,0,1,0,49,0,0,59,8,1,1,0,1,0,40,0,0,0,0,3,0,0
1-10F3D1X,1-10F3D1X,REDACTED,REDACTED,Houston,Texas,US,18.3267,200,481,481219,0,COM,11,19,63,115,99,0,0,2,6,1,0,0,0,0,4,6,1,0,9,4,0,0,0,6,3,6,0,0,14,0,1,0,0
1-10F3D1X,1-10F3D1X,REDACTED,REDACTED,Irving,Texas,US,18.3267,200,481,481219,0,COM,26,93,345,1204,550,0,0,34,45,7,7,2,0,1,8,24,5,0,70,22,4,1,0,19,16,67,2,4,3,0,2,0,2
1-10F53QU,1-10F53QU,REDACTED,REDACTED,Milwaukee,Wisconsin,US,26.2045,179,551,551111,0,COM,8,8,18,83,61,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0,0,0,1
1-10F5J3T,1-10F5J3T,REDACTED,REDACTED,Atlanta,Georgia,US,4.3463,85,713,713910,0,ORG,7,9,13,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,1,1,0,0,0,0,1,0,0
1-10F5W33,1-10F5W33,REDACTED,REDACTED,Waxhaw,North Carolina,US,9.8329,100,713,713910,0,COM,14,19,34,108,89,0,0,7,1,2,0,1,0,2,1,2,1,0,5,4,0,0,0,3,3,1,0,1,0,0,0,0,0
1-10F77T4,1-10F77T4,REDACTED,REDACTED,Port Jefferson,New York,US,4.1604,50,541,541210,0,COM,20,32,108,170,142,0,0,7,21,1,1,0,0,0,0,2,0,0,17,20,6,0,0,1,11,14,0,7,0,0,0,0,0
1-10F7G2I,1-10F7G2I,REDACTED,REDACTED,Baltimore,Maryland,US,3.2367,50,611,611000,0,COM,11,19,49,283,54,0,0,1,9,0,0,0,0,0,0,0,2,0,17,6,0,0,0,0,4,9,0,1,0,0,0,0,0
1-10F83HZ,1-10F83HZ,REDACTED,REDACTED,Syracuse,New York,US,9.818,58,541,541110,0,COM,15,60,205,438,325,0,0,15,16,3,8,12,0,9,0,7,3,1,63,22,0,2,0,7,6,20,0,11,0,0,0,0,0
1-10F87J3,1-O5ZFHC,REDACTED,REDACTED,Corsicana,Texas,US,77.8874,2000,621,621420,0,ORG,8,11,34,39,34,0,0,8,0,0,2,0,0,0,0,1,1,0,9,11,1,0,0,0,0,1,0,0,0,0,0,0,0
1-10F87L5,1-10F87L5,REDACTED,REDACTED,Gardendale,Texas,US,3.1117,75,213,213112,0,COM,24,14,87,298,104,0,0,4,5,0,0,0,1,0,0,1,5,0,4,1,0,0,0,1,2,9,0,0,0,3,51,0,0
1-10F87L5,1-10F87L5,REDACTED,REDACTED,Oklahoma City,Oklahoma,US,3.1117,75,213,213112,0,COM,4,3,6,19,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
1-10F88Z3,1-10F88Z3,REDACTED,REDACTED,Lambertville,New Jersey,US,1.0818,10,325,325211,0,COM,23,54,142,463,252,0,0,5,24,1,9,0,0,0,0,10,3,0,22,14,0,1,0,14,5,18,0,0,16,0,0,0,0
1-10F89B2,4-1AVH-79,REDACTED,REDACTED,Rural Retreat,Virginia,US,22.3549,100,327,327390,0,COM,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1-10F8B04,1-10F8B04,REDACTED,REDACTED,Hockessin,Delaware,US,9.1056,69,813,813930,0,ORG,12,13,36,58,38,0,0,4,0,4,0,0,0,0,0,8,3,0,5,1,2,0,0,0,0,9,0,0,0,0,0,0,0
